Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
204,Customer Support,Male,52,Analyst,2020-04-09 08:03:05.556036,4,Bachelor,2,4800.0,34,19,18,6,75,14,37,0,2.63,False
205,HR,Female,38,Technician,2017-12-01 08:03:05.556036,6,High School,1,3850.0,32,39,2,2,50,14,40,1,1.25,False
206,Marketing,Male,50,Engineer,2023-08-29 08:03:05.556036,1,Bachelor,2,7200.0,44,10,21,0,0,5,88,2,4.9,True
207,Customer Support,Male,41,Manager,2020-11-19 08:03:05.556036,3,Master,4,8400.0,55,28,1,14,50,5,66,2,1.02,False
208,Sales,Female,40,Developer,2016-11-26 08:03:05.556036,7,High School,1,5500.0,30,20,7,10,0,6,64,1,4.61,True
209,Engineering,Male,43,Developer,2015-11-21 08:03:05.556036,8,High School,3,6500.0,55,49,24,8,50,15,75,2,2.96,False
210,Legal,Male,42,Consultant,2015-04-26 08:03:05.556036,9,Bachelor,2,6600.0,58,39,13,3,0,14,23,0,4.32,False
211,Finance,Female,26,Specialist,2021-08-01 08:03:05.556036,3,High School,4,6300.0,41,47,26,2,50,7,98,0,2.86,True
212,Marketing,Male,36,Manager,2020-01-07 08:03:05.556036,4,PhD,2,7200.0,44,27,9,10,100,13,52,2,2.76,False
213,Operations,Male,28,Developer,2023-02-27 08:03:05.556036,1,Bachelor,4,7000.0,32,16,10,9,75,6,21,0,4.27,False
214,Legal,Female,32,Specialist,2019-12-19 08:03:05.556036,4,Master,5,6750.0,49,5,11,6,75,17,99,1,2.42,False
215,Operations,Female,25,Developer,2019-09-11 08:03:05.556036,4,High School,3,6500.0,34,25,1,5,0,1,69,0,1.75,False
216,Sales,Female,30,Manager,2018-03-25 08:03:05.556036,6,Bachelor,3,7800.0,40,0,22,7,100,16,74,2,4.21,True
217,Operations,Female,42,Engineer,2020-07-25 08:03:05.556036,4,Master,2,7200.0,54,12,17,8,75,7,5,0,4.58,False
218,Legal,Female,22,Analyst,2018-07-06 08:03:05.556036,6,High School,4,5600.0,42,7,11,5,25,2,7,0,4.77,False
219,Engineering,Male,23,Engineer,2019-11-18 08:03:05.556036,4,Bachelor,5,9000.0,55,12,5,11,0,1,95,1,4.14,False
220,Customer Support,Male,52,Engineer,2015-11-13 08:03:05.556036,8,Bachelor,4,8400.0,35,0,27,6,50,7,82,1,4.97,False
221,Operations,Male,25,Consultant,2019-11-17 08:03:05.556036,4,High School,2,6600.0,34,41,7,11,25,12,9,1,3.23,False
222,Customer Support,Male,50,Developer,2016-07-05 08:03:05.556036,8,Bachelor,5,7500.0,32,7,2,9,100,10,14,1,4.74,False
223,Legal,Male,32,Analyst,2021-02-14 08:03:05.556036,3,Bachelor,1,4400.0,45,35,25,12,100,12,52,0,4.98,False
224,Engineering,Female,55,Engineer,2021-10-16 08:03:05.556036,2,Bachelor,4,8400.0,36,22,23,2,50,1,43,1,2.76,False
225,Sales,Female,53,Specialist,2020-10-03 08:03:05.556036,3,Master,1,4950.0,30,21,20,4,75,2,29,1,1.49,False
226,Sales,Female,44,Manager,2014-12-31 08:03:05.556036,9,PhD,5,9000.0,53,0,11,7,25,13,65,2,4.9,False
227,HR,Female,25,Engineer,2014-09-14 08:03:05.556036,9,Bachelor,5,9000.0,45,47,18,7,25,15,69,0,1.66,False
228,Operations,Female,57,Developer,2019-05-11 08:03:05.556036,5,Bachelor,2,6000.0,40,37,8,5,75,12,53,2,2.83,False
229,IT,Male,42,Consultant,2020-12-11 08:03:05.556036,3,Bachelor,4,7700.0,47,29,3,9,75,14,7,2,3.62,False
230,Legal,Female,39,Engineer,2022-04-13 08:03:05.556036,2,Bachelor,5,9000.0,41,8,27,3,75,9,70,2,1.39,False
231,Operations,Male,25,Manager,2015-01-25 08:03:05.556036,9,High School,3,7800.0,58,9,6,9,0,5,56,1,3.1,False
232,Customer Support,Female,27,Analyst,2022-06-10 08:03:05.556036,2,High School,3,5200.0,56,34,28,3,25,2,80,1,2.06,False
233,Sales,Female,32,Technician,2015-05-19 08:03:05.556036,9,High School,2,4200.0,46,28,20,2,75,2,29,1,1.45,False
234,Finance,Female,57,Analyst,2022-02-25 08:03:05.556036,2,Master,4,5600.0,58,38,10,6,25,14,58,0,4.13,False
235,Marketing,Male,32,Analyst,2015-11-26 08:03:05.556036,8,Master,4,5600.0,36,12,9,11,75,12,91,2,2.65,False
236,HR,Female,39,Technician,2023-01-02 08:03:05.556036,1,Master,5,5250.0,57,3,28,5,0,17,29,2,4.33,False
237,Marketing,Other,44,Technician,2017-05-26 08:03:05.556036,7,Bachelor,1,3850.0,53,30,3,11,25,15,33,2,3.51,False
238,Sales,Male,28,Engineer,2022-05-19 08:03:05.556036,2,High School,4,8400.0,38,9,23,7,75,12,37,0,1.96,False
239,Operations,Female,42,Consultant,2016-07-07 08:03:05.556036,8,High School,4,7700.0,53,17,18,1,50,16,55,1,4.65,False
240,Finance,Female,27,Manager,2022-10-09 08:03:05.556036,1,High School,4,8400.0,56,27,19,4,75,8,90,2,1.53,False
241,HR,Male,60,Developer,2023-04-28 08:03:05.556036,1,High School,3,6500.0,54,12,9,11,0,11,32,0,2.18,True
242,Engineering,Male,42,Manager,2023-05-11 08:03:05.556036,1,Master,1,6600.0,41,10,24,4,50,2,8,2,4.72,False
243,Finance,Male,33,Developer,2018-06-28 08:03:05.556036,6,High School,2,6000.0,39,38,28,9,25,1,33,2,3.42,False
244,IT,Female,47,Analyst,2021-10-05 08:03:05.556036,2,Bachelor,2,4800.0,38,44,4,3,50,11,31,2,1.04,False
245,HR,Female,45,Manager,2020-05-28 08:03:05.556036,4,Bachelor,5,9000.0,48,9,7,1,100,3,65,1,4.79,False
246,IT,Female,32,Specialist,2021-12-25 08:03:05.556036,2,Bachelor,4,6300.0,55,46,26,11,0,9,87,2,4.82,False
247,Marketing,Female,24,Technician,2017-03-13 08:03:05.556036,7,Bachelor,4,4900.0,30,33,20,3,25,15,18,0,1.46,False
248,HR,Female,43,Analyst,2021-05-12 08:03:05.556036,3,Bachelor,2,4800.0,57,36,5,4,100,19,37,1,4.81,False
249,Legal,Male,32,Consultant,2022-04-08 08:03:05.556036,2,High School,3,7150.0,35,43,15,10,25,5,75,0,1.49,False
250,Customer Support,Male,35,Technician,2023-01-28 08:03:05.556036,1,High School,3,4550.0,51,28,4,9,50,3,84,1,2.03,False
251,Engineering,Male,56,Technician,2015-02-05 08:03:05.556036,9,Bachelor,2,4200.0,38,27,14,6,100,6,20,2,2.7,False
252,IT,Male,35,Consultant,2017-10-29 08:03:05.556036,6,Bachelor,1,6050.0,59,44,23,4,0,17,25,0,3.76,False
253,Operations,Male,34,Specialist,2020-11-19 08:03:05.556036,3,Bachelor,3,5850.0,50,13,27,10,0,9,57,2,4.87,False
254,Legal,Female,30,Consultant,2015-02-18 08:03:05.556036,9,Master,4,7700.0,43,31,26,13,50,3,37,1,3.4,False
255,Marketing,Other,46,Developer,2017-11-18 08:03:05.556036,6,High School,1,5500.0,47,12,24,9,25,17,3,1,1.05,False
256,Operations,Male,34,Consultant,2015-04-07 08:03:05.556036,9,High School,4,7700.0,52,13,8,9,100,13,81,2,3.17,False
257,Engineering,Female,45,Specialist,2019-02-15 08:03:05.556036,5,Bachelor,2,5400.0,31,19,16,12,25,8,12,2,1.61,False
258,HR,Female,31,Specialist,2019-06-17 08:03:05.556036,5,Bachelor,3,5850.0,59,19,22,6,75,3,78,0,3.3,False
259,Sales,Male,26,Technician,2016-01-09 08:03:05.556036,8,Bachelor,5,5250.0,46,39,25,2,100,16,57,1,3.98,False
260,Marketing,Male,40,Manager,2020-04-08 08:03:05.556036,4,High School,2,7200.0,60,25,6,13,75,11,94,1,4.41,False
261,Marketing,Male,46,Developer,2018-07-26 08:03:05.556036,6,Master,2,6000.0,60,3,8,13,0,17,93,2,4.27,False
262,Operations,Female,32,Technician,2019-11-12 08:03:05.556036,4,Bachelor,1,3850.0,40,25,10,10,50,16,89,1,1.43,False
263,HR,Female,26,Developer,2017-09-24 08:03:05.556036,6,Master,2,6000.0,59,39,7,1,0,10,9,0,4.97,False
264,IT,Male,52,Manager,2020-07-18 08:03:05.556036,4,Master,4,8400.0,39,30,29,7,0,17,18,1,2.68,False
265,Marketing,Other,26,Engineer,2021-07-02 08:03:05.556036,3,PhD,4,8400.0,35,46,2,11,100,3,81,0,3.98,False
266,IT,Female,34,Technician,2017-12-14 08:03:05.556036,6,PhD,5,5250.0,40,24,17,6,0,5,4,0,4.18,False
267,Finance,Male,31,Developer,2015-11-06 08:03:05.556036,8,Bachelor,1,5500.0,38,29,24,10,25,15,76,0,3.39,False
268,IT,Female,54,Manager,2017-07-12 08:03:05.556036,7,Bachelor,2,7200.0,59,6,11,1,100,17,32,2,4.08,False
269,Operations,Male,39,Technician,2024-07-01 08:03:05.556036,0,High School,2,4200.0,50,23,29,9,75,9,69,2,4.5,True
270,IT,Female,52,Manager,2016-12-04 08:03:05.556036,7,Bachelor,3,7800.0,39,4,20,2,0,9,57,0,1.54,False
271,Sales,Male,39,Specialist,2021-02-05 08:03:05.556036,3,Bachelor,3,5850.0,39,40,22,6,0,8,19,0,1.52,False
272,Operations,Male,31,Consultant,2015-12-11 08:03:05.556036,8,Master,1,6050.0,57,25,19,5,0,14,25,0,3.33,False
273,Marketing,Female,44,Manager,2015-02-11 08:03:05.556036,9,Bachelor,5,9000.0,35,18,28,3,75,8,5,2,2.63,False
274,Operations,Other,25,Engineer,2015-09-23 08:03:05.556036,8,Bachelor,1,6600.0,58,30,23,10,50,1,33,1,4.21,False
275,IT,Male,26,Technician,2022-09-22 08:03:05.556036,1,Bachelor,4,4900.0,33,21,8,7,75,8,12,0,2.64,False
276,Marketing,Male,56,Consultant,2023-01-08 08:03:05.556036,1,Bachelor,4,7700.0,59,19,25,5,25,14,53,2,4.9,False
277,Engineering,Male,27,Engineer,2023-07-18 08:03:05.556036,1,PhD,4,8400.0,42,2,15,2,100,8,74,2,1.53,False
278,Legal,Female,59,Consultant,2020-08-12 08:03:05.556036,4,Bachelor,3,7150.0,55,19,20,11,50,15,66,0,1.84,False
279,Operations,Male,34,Developer,2019-02-02 08:03:05.556036,5,Bachelor,3,6500.0,44,0,19,0,25,7,48,1,1.9,False
280,Customer Support,Male,54,Consultant,2016-08-31 08:03:05.556036,8,Bachelor,2,6600.0,56,6,13,7,75,1,49,2,3.92,False
281,Sales,Female,57,Analyst,2019-02-16 08:03:05.556036,5,Bachelor,1,4400.0,51,15,15,13,25,19,36,0,2.5,False
282,Engineering,Female,43,Consultant,2014-10-23 08:03:05.556036,9,Bachelor,5,8250.0,33,20,5,2,75,14,42,0,3.06,True
283,Customer Support,Male,36,Engineer,2023-05-01 08:03:05.556036,1,Bachelor,3,7800.0,55,10,23,0,100,7,45,2,4.79,False
284,IT,Female,41,Technician,2018-06-18 08:03:05.556036,6,High School,4,4900.0,53,45,24,1,50,19,75,2,3.91,False
285,Marketing,Female,38,Manager,2021-08-28 08:03:05.556036,3,High School,3,7800.0,40,49,29,2,25,14,66,2,4.85,False
286,HR,Female,40,Manager,2023-12-06 08:03:05.556036,0,Bachelor,1,6600.0,59,24,1,14,50,8,2,1,1.65,True
287,HR,Female,22,Consultant,2023-01-29 08:03:05.556036,1,High School,4,7700.0,58,19,25,9,100,15,58,2,3.36,False
288,Finance,Male,34,Analyst,2015-08-08 08:03:05.556036,9,Bachelor,5,6000.0,50,37,21,6,0,14,66,0,4.91,False
289,Operations,Female,58,Manager,2015-11-01 08:03:05.556036,8,Master,5,9000.0,32,30,27,8,25,5,94,2,1.96,False
290,Legal,Male,42,Analyst,2019-12-22 08:03:05.556036,4,High School,4,5600.0,43,24,23,7,0,1,5,0,2.29,True
291,Engineering,Male,40,Consultant,2016-03-09 08:03:05.556036,8,High School,4,7700.0,51,44,23,5,25,19,88,2,3.49,False
292,Sales,Male,56,Analyst,2021-02-06 08:03:05.556036,3,Bachelor,3,5200.0,31,25,29,1,100,3,46,1,2.26,False
293,Sales,Male,51,Developer,2017-10-27 08:03:05.556036,6,High School,3,6500.0,47,39,27,12,0,3,33,0,4.16,False
294,Operations,Female,22,Consultant,2016-08-10 08:03:05.556036,8,PhD,4,7700.0,55,14,9,3,25,2,2,2,2.74,False
295,Sales,Male,48,Specialist,2021-04-23 08:03:05.556036,3,Bachelor,4,6300.0,36,0,25,1,50,19,39,0,1.39,False
296,HR,Female,40,Consultant,2022-02-12 08:03:05.556036,2,High School,3,7150.0,56,10,29,13,50,15,21,2,3.99,False
297,Operations,Female,36,Consultant,2020-03-07 08:03:05.556036,4,Master,4,7700.0,34,39,8,4,0,11,35,1,3.34,True
298,Customer Support,Female,30,Analyst,2023-02-18 08:03:05.556036,1,PhD,1,4400.0,34,36,1,0,75,9,76,0,4.39,False
299,Engineering,Other,22,Engineer,2017-02-27 08:03:05.556036,7,Bachelor,2,7200.0,51,40,6,14,50,16,92,1,5.0,False
300,Finance,Female,53,Technician,2023-06-29 08:03:05.556036,1,Bachelor,2,4200.0,45,6,23,12,100,9,23,1,2.5,False
301,Marketing,Male,34,Developer,2021-09-16 08:03:05.556036,2,Master,2,6000.0,33,49,7,11,25,6,68,0,4.69,False
302,Customer Support,Female,23,Developer,2018-08-13 08:03:05.556036,6,Master,5,7500.0,55,36,17,9,75,10,62,1,3.37,False
303,Sales,Female,57,Analyst,2019-08-05 08:03:05.556036,5,Bachelor,5,6000.0,57,40,17,12,100,13,19,2,2.01,False
304,Operations,Male,24,Consultant,2015-12-29 08:03:05.556036,8,Master,1,6050.0,51,43,5,11,25,18,94,0,1.21,False
305,Engineering,Male,46,Analyst,2021-02-16 08:03:05.556036,3,Bachelor,1,4400.0,31,0,5,1,100,7,20,1,4.98,False
306,Legal,Female,51,Developer,2020-04-25 08:03:05.556036,4,Bachelor,5,7500.0,51,11,21,14,50,7,77,1,3.65,False
307,Engineering,Female,46,Technician,2017-08-26 08:03:05.556036,7,Bachelor,1,3850.0,40,23,17,14,25,18,26,1,2.97,True
308,Sales,Female,58,Analyst,2021-10-01 08:03:05.556036,2,Master,1,4400.0,35,29,28,13,25,2,30,0,3.65,False
309,Marketing,Female,24,Manager,2016-01-13 08:03:05.556036,8,Bachelor,2,7200.0,45,35,4,1,0,19,53,0,1.11,False
310,Marketing,Female,35,Consultant,2019-04-29 08:03:05.556036,5,Bachelor,2,6600.0,55,19,1,9,100,14,76,2,2.32,False
311,Finance,Female,46,Developer,2022-10-07 08:03:05.556036,1,Master,3,6500.0,49,15,5,9,100,16,84,2,3.45,False
312,Customer Support,Male,34,Engineer,2021-04-07 08:03:05.556036,3,High School,3,7800.0,54,26,29,9,100,6,57,0,2.21,False
313,Customer Support,Male,47,Consultant,2019-06-02 08:03:05.556036,5,Master,1,6050.0,35,0,26,12,50,9,90,0,4.23,False
314,Engineering,Male,54,Analyst,2023-11-19 08:03:05.556036,0,High School,4,5600.0,41,11,1,0,25,1,84,0,1.18,True
315,Sales,Female,43,Manager,2021-04-01 08:03:05.556036,3,High School,2,7200.0,51,5,25,2,0,2,57,2,1.42,True
316,Sales,Male,42,Analyst,2023-09-19 08:03:05.556036,0,High School,4,5600.0,50,9,14,1,0,15,71,2,1.22,False
317,Operations,Male,23,Consultant,2019-07-14 08:03:05.556036,5,Master,2,6600.0,44,29,6,12,100,5,28,2,2.09,False
318,Finance,Female,27,Engineer,2015-11-01 08:03:05.556036,8,Bachelor,1,6600.0,60,36,13,9,75,19,66,0,2.49,False
319,Sales,Female,22,Engineer,2016-07-17 08:03:05.556036,8,High School,3,7800.0,36,20,1,9,50,16,52,1,3.48,False
320,Sales,Female,45,Engineer,2017-06-19 08:03:05.556036,7,Bachelor,3,7800.0,60,13,4,6,100,19,34,1,4.7,False
321,Finance,Female,36,Specialist,2020-10-19 08:03:05.556036,3,High School,1,4950.0,34,5,26,2,100,16,41,1,3.53,False
322,Engineering,Female,23,Consultant,2016-08-29 08:03:05.556036,8,Master,1,6050.0,41,7,0,12,75,18,37,1,4.67,False
323,IT,Male,26,Manager,2021-05-12 08:03:05.556036,3,High School,5,9000.0,36,30,9,10,0,7,3,1,1.62,False
324,Marketing,Female,34,Consultant,2018-06-23 08:03:05.556036,6,High School,1,6050.0,52,6,21,14,75,18,58,2,1.59,False
325,Finance,Male,24,Analyst,2018-08-25 08:03:05.556036,6,High School,4,5600.0,39,15,15,10,75,16,87,1,2.74,False
326,HR,Male,57,Developer,2023-11-25 08:03:05.556036,0,Bachelor,4,7000.0,30,24,9,9,100,5,74,2,3.21,False
327,Finance,Female,46,Consultant,2016-06-14 08:03:05.556036,8,Bachelor,4,7700.0,57,21,11,8,25,18,65,2,3.89,False
328,Finance,Female,22,Developer,2020-08-17 08:03:05.556036,4,High School,5,7500.0,52,8,19,2,25,7,42,0,4.75,False
329,Legal,Other,53,Consultant,2017-10-22 08:03:05.556036,6,Bachelor,2,6600.0,59,15,21,10,100,5,42,1,1.93,False
330,Operations,Female,27,Specialist,2022-09-27 08:03:05.556036,1,High School,4,6300.0,38,21,4,9,25,11,26,2,3.45,False
331,Marketing,Other,34,Consultant,2016-01-17 08:03:05.556036,8,Bachelor,5,8250.0,58,25,11,7,25,12,4,0,3.33,False
332,HR,Female,50,Technician,2019-04-12 08:03:05.556036,5,High School,4,4900.0,39,46,0,7,75,6,3,1,4.09,False
333,Operations,Female,31,Engineer,2022-02-10 08:03:05.556036,2,High School,4,8400.0,34,46,1,9,100,11,68,1,3.28,False
334,Operations,Male,38,Technician,2016-02-25 08:03:05.556036,8,PhD,2,4200.0,51,9,28,1,0,15,45,2,1.74,False
335,Finance,Female,33,Consultant,2022-09-30 08:03:05.556036,1,High School,5,8250.0,51,2,4,1,75,15,86,1,2.71,False
336,IT,Female,28,Consultant,2021-11-12 08:03:05.556036,2,Master,2,6600.0,50,26,6,8,75,12,83,2,2.63,False
337,Customer Support,Male,35,Engineer,2016-12-12 08:03:05.556036,7,High School,1,6600.0,48,4,0,3,100,16,26,1,4.64,False
338,Operations,Female,55,Developer,2017-02-07 08:03:05.556036,7,Master,1,5500.0,53,7,26,7,50,19,51,1,1.94,False
339,Finance,Male,60,Specialist,2023-09-14 08:03:05.556036,0,Bachelor,3,5850.0,38,47,9,14,25,3,67,0,1.85,True
340,Legal,Female,45,Specialist,2017-02-23 08:03:05.556036,7,Bachelor,4,6300.0,45,26,14,3,100,3,22,0,1.35,False
341,Marketing,Male,43,Engineer,2023-02-15 08:03:05.556036,1,Master,1,6600.0,36,31,3,1,75,8,59,0,3.48,False
342,Finance,Male,31,Manager,2024-08-28 08:03:05.556036,0,High School,2,7200.0,55,17,1,7,100,6,20,0,4.73,False
343,Finance,Female,29,Manager,2021-04-01 08:03:05.556036,3,Master,5,9000.0,50,39,11,1,25,16,6,1,3.11,False
344,Customer Support,Female,27,Analyst,2020-09-25 08:03:05.556036,3,Bachelor,3,5200.0,52,20,1,6,0,17,86,0,3.92,False
345,Operations,Female,56,Developer,2022-09-09 08:03:05.556036,1,Bachelor,4,7000.0,36,15,16,13,25,19,36,0,2.15,True
346,Operations,Female,58,Analyst,2017-11-17 08:03:05.556036,6,Bachelor,3,5200.0,46,15,19,10,75,1,73,0,2.72,False
347,HR,Female,54,Analyst,2019-04-05 08:03:05.556036,5,Bachelor,3,5200.0,50,15,9,3,100,4,97,2,3.72,False
348,HR,Male,48,Consultant,2021-05-14 08:03:05.556036,3,Master,3,7150.0,39,7,28,0,75,2,57,0,1.14,False
349,Sales,Male,31,Technician,2017-06-08 08:03:05.556036,7,Bachelor,4,4900.0,56,19,15,0,0,15,81,1,2.53,False
350,Engineering,Female,43,Manager,2020-04-18 08:03:05.556036,4,Bachelor,2,7200.0,59,41,17,13,75,3,9,0,2.02,False
351,IT,Female,26,Developer,2020-09-11 08:03:05.556036,3,Bachelor,4,7000.0,55,44,23,3,50,6,89,2,3.08,False
352,HR,Male,43,Engineer,2019-01-03 08:03:05.556036,5,Bachelor,1,6600.0,54,10,27,4,75,5,32,0,4.88,False
353,Legal,Female,25,Specialist,2022-02-13 08:03:05.556036,2,Bachelor,3,5850.0,34,3,18,5,0,4,68,2,4.37,False
354,Legal,Female,44,Analyst,2022-09-19 08:03:05.556036,1,Bachelor,2,4800.0,55,15,18,13,0,13,41,1,3.33,False
355,Customer Support,Male,46,Technician,2020-07-16 08:03:05.556036,4,Bachelor,5,5250.0,50,18,15,9,0,5,11,1,4.78,False
356,HR,Female,27,Developer,2020-07-31 08:03:05.556036,4,High School,1,5500.0,54,10,14,0,0,8,94,2,2.31,False
357,Operations,Female,53,Specialist,2022-01-25 08:03:05.556036,2,High School,4,6300.0,34,6,23,6,100,8,63,2,2.89,True
358,Sales,Female,32,Technician,2022-03-25 08:03:05.556036,2,Bachelor,5,5250.0,43,28,10,11,100,3,90,0,3.62,False
359,Operations,Male,36,Technician,2018-12-02 08:03:05.556036,5,High School,3,4550.0,44,39,24,12,100,15,35,1,4.75,False
360,Finance,Male,52,Consultant,2023-03-11 08:03:05.556036,1,High School,2,6600.0,38,12,7,13,50,15,10,2,3.55,False
361,HR,Male,50,Engineer,2023-08-27 08:03:05.556036,1,High School,2,7200.0,54,42,26,12,25,6,42,1,3.92,False
362,Sales,Female,38,Specialist,2016-06-11 08:03:05.556036,8,High School,4,6300.0,40,21,25,10,50,16,91,1,1.07,False
363,IT,Female,30,Specialist,2022-01-20 08:03:05.556036,2,Master,5,6750.0,45,6,13,0,75,12,92,2,1.82,False
364,Customer Support,Female,37,Engineer,2024-08-18 08:03:05.556036,0,High School,5,9000.0,47,2,8,8,25,9,37,1,2.64,True
365,Legal,Male,40,Technician,2022-01-12 08:03:05.556036,2,High School,3,4550.0,32,3,24,2,75,7,98,1,3.42,True
366,Marketing,Male,45,Manager,2021-06-16 08:03:05.556036,3,Bachelor,3,7800.0,48,39,18,9,0,18,0,2,3.26,False
367,Marketing,Female,42,Technician,2019-02-03 08:03:05.556036,5,Bachelor,1,3850.0,42,10,23,5,25,4,28,2,1.03,False
368,Marketing,Male,39,Manager,2017-11-14 08:03:05.556036,6,Master,4,8400.0,43,17,8,11,100,1,74,0,3.68,False
369,Legal,Female,28,Engineer,2016-01-22 08:03:05.556036,8,Master,3,7800.0,58,11,15,6,100,7,54,0,4.31,False
370,HR,Other,30,Manager,2015-04-09 08:03:05.556036,9,Master,4,8400.0,44,21,10,12,50,8,88,2,3.17,True
371,Engineering,Male,32,Consultant,2017-12-28 08:03:05.556036,6,Bachelor,3,7150.0,34,14,2,2,0,9,80,0,2.96,False
372,Customer Support,Male,50,Specialist,2017-10-10 08:03:05.556036,6,Bachelor,5,6750.0,47,49,12,1,0,3,27,1,2.69,False
373,Customer Support,Female,27,Specialist,2017-03-28 08:03:05.556036,7,PhD,1,4950.0,57,19,3,7,25,3,0,0,4.99,False
374,IT,Female,32,Manager,2024-04-04 08:03:05.556036,0,Bachelor,3,7800.0,49,17,25,13,100,16,7,1,1.29,True
375,Operations,Female,37,Manager,2015-06-03 08:03:05.556036,9,High School,4,8400.0,43,18,16,10,50,5,11,0,2.38,False
376,HR,Female,43,Analyst,2016-05-14 08:03:05.556036,8,Bachelor,1,4400.0,55,9,16,13,75,18,80,0,1.08,False
377,Finance,Male,28,Manager,2022-04-10 08:03:05.556036,2,High School,2,7200.0,35,12,1,14,75,13,7,2,3.76,False
378,Engineering,Female,33,Developer,2015-05-11 08:03:05.556036,9,Bachelor,4,7000.0,57,49,28,2,75,14,29,0,3.35,True
379,Sales,Female,53,Engineer,2019-01-03 08:03:05.556036,5,High School,1,6600.0,33,25,14,13,0,4,40,0,4.22,False
380,Customer Support,Female,44,Specialist,2019-01-17 08:03:05.556036,5,Bachelor,1,4950.0,41,14,10,5,75,9,87,2,2.49,False
381,Operations,Female,26,Technician,2014-12-25 08:03:05.556036,9,High School,3,4550.0,33,40,25,1,0,14,43,2,3.79,False
382,Customer Support,Male,42,Specialist,2016-12-25 08:03:05.556036,7,Master,1,4950.0,43,23,23,13,0,11,32,2,3.49,False
383,Marketing,Male,36,Specialist,2021-04-22 08:03:05.556036,3,Master,3,5850.0,55,12,12,3,25,3,58,1,4.11,False
384,Engineering,Female,34,Developer,2021-10-23 08:03:05.556036,2,High School,3,6500.0,33,8,20,10,100,8,88,1,3.15,False
385,Sales,Female,52,Manager,2020-06-21 08:03:05.556036,4,High School,3,7800.0,39,28,17,14,50,19,61,1,2.42,False
386,Operations,Male,31,Manager,2018-10-15 08:03:05.556036,5,High School,3,7800.0,42,11,23,4,25,11,31,1,4.62,False
387,Sales,Male,26,Manager,2016-05-06 08:03:05.556036,8,High School,5,9000.0,32,37,11,14,50,9,64,1,2.21,False
388,Operations,Female,43,Manager,2024-05-23 08:03:05.556036,0,PhD,2,7200.0,53,3,7,5,75,17,25,2,1.17,False
389,Finance,Female,60,Technician,2020-01-07 08:03:05.556036,4,High School,4,4900.0,50,6,10,7,75,2,95,1,4.48,True
390,IT,Female,23,Developer,2016-03-12 08:03:05.556036,8,High School,2,6000.0,44,36,14,9,50,7,89,2,2.82,False
391,Engineering,Male,33,Manager,2016-01-27 08:03:05.556036,8,Bachelor,3,7800.0,32,11,20,4,50,12,76,2,3.72,False
392,Finance,Male,25,Manager,2021-03-19 08:03:05.556036,3,High School,3,7800.0,43,33,11,3,25,2,85,0,1.65,False
393,Finance,Male,35,Technician,2017-01-30 08:03:05.556036,7,Bachelor,3,4550.0,58,11,10,3,25,13,67,2,4.01,False
394,Marketing,Female,31,Engineer,2014-10-13 08:03:05.556036,9,Master,4,8400.0,54,8,23,4,75,9,25,2,4.68,False
395,IT,Female,34,Engineer,2020-01-31 08:03:05.556036,4,Bachelor,4,8400.0,35,2,5,0,0,17,19,2,3.15,True
396,Customer Support,Female,39,Developer,2015-07-26 08:03:05.556036,9,High School,1,5500.0,58,4,20,11,25,3,97,1,2.44,False
397,Finance,Male,35,Developer,2020-10-14 08:03:05.556036,3,High School,4,7000.0,40,33,25,12,0,9,96,1,2.0,False
398,Legal,Male,41,Technician,2018-02-18 08:03:05.556036,6,Bachelor,4,4900.0,59,8,27,7,25,6,29,0,3.13,False
399,Finance,Male,25,Technician,2017-01-18 08:03:05.556036,7,High School,1,3850.0,52,41,3,2,25,16,12,2,1.53,False
400,HR,Other,31,Technician,2023-11-06 08:03:05.556036,0,Bachelor,2,4200.0,48,27,6,3,50,17,7,2,4.51,True
401,Marketing,Female,54,Specialist,2022-04-11 08:03:05.556036,2,Bachelor,3,5850.0,42,5,21,12,100,13,74,0,4.81,False
402,Finance,Female,58,Engineer,2019-03-03 08:03:05.556036,5,High School,2,7200.0,43,23,7,8,25,9,70,2,4.47,False
403,HR,Male,39,Consultant,2022-08-14 08:03:05.556036,2,High School,4,7700.0,56,34,9,7,100,4,60,0,1.17,False
404,IT,Male,25,Specialist,2020-09-05 08:03:05.556036,4,Bachelor,3,5850.0,45,1,1,3,25,18,40,1,1.56,False
405,Customer Support,Female,27,Consultant,2018-03-22 08:03:05.556036,6,High School,5,8250.0,44,2,7,1,25,2,66,1,4.95,False
